核卡狀況,聯徵紀錄,年齡,年收入,收支比,每月信用卡支出平均,扶養人數,居住時間,持有主卡,活躍帳戶,房地產_no,房地產_yes,創業人士_no,創業人士_yes
1,-0.3397165448614566,46,-0.8055115176537262,-0.6518407895950628,-0.6394485986200306,0,6,1,1,0,1,1,0
1,-0.3397165448614566,20,-1.0765178728069293,0.22113387579313426,-0.2572453149891609,0,0,1,2,1,0,1,0
0,-0.3397165448614566,28,-1.1000836428202512,-0.7156680225356468,-0.6782559249526896,1,0,0,0,1,0,1,0
1,-0.3397165448614566,51,-0.21636726732067615,0.03661061135660908,-0.019084372704813383,0,10,1,0,0,1,1,0
1,0.40189428185772985,41,0.9619212333454239,0.8595268966939884,1.614863598896528,3,7,1,7,0,1,1,0
1,-0.3397165448614566,51,0.7988461048532356,-0.4956439456380102,-0.36693245455551,1,5,0,0,0,1,1,0
1,-0.3397165448614566,53,-1.1000836428202512,-0.7156680225356468,-0.6782559249526896,0,4,0,6,0,1,1,0
1,-0.3397165448614566,26,-0.6287682425538111,-0.3484378795626592,-0.43013343831936296,0,2,1,0,1,0,1,0
1,-0.3397165448614566,20,-1.0411692177869463,0.1603146462667684,-0.2686979411791025,0,0,1,0,1,0,1,0
1,-0.3397165448614566,27,-0.6876826675871162,0.7565403375998729,0.2652269899566944,0,0,0,1,1,0,1,0
1,-0.3397165448614566,23,0.56130314311895,1.2562674816923858,1.799684190462974,2,3,1,11,1,0,1,0
0,-0.3397165448614566,23,-0.45202496745389614,-0.7192387764202615,-0.6782559249526896,0,3,1,7,1,0,0,1
1,-0.3397165448614566,20,-0.9968655701619009,1.1299243753243609,0.22133167319007874,0,0,1,0,1,0,1,0
1,-0.3397165448614566,83,-0.29148315923813994,-0.6624058951896226,-0.629364801987514,0,3,0,11,0,1,0,1
1,-0.3397165448614566,24,-0.45202496745389614,0.004463840861856502,-0.12989906407643487,0,1,1,2,1,0,0,1
1,-0.3397165448614566,33,-0.27528169235398114,0.3819599348810958,0.25079469353272277,2,1,1,20,0,1,1,0
1,-0.3397165448614566,25,-0.42256775493724363,-0.6222909540344791,-0.6031621847771492,0,1,1,9,1,0,1,0
1,-0.3397165448614566,26,-0.8644259426870312,-0.44270184065298096,-0.5249210899966679,0,1,1,9,1,0,1,0
1,-0.3397165448614566,65,-0.24582447983732864,-0.21178778282009508,-0.24295382503453053,1,19,1,19,0,1,1,0
1,-0.3397165448614566,21,-0.14566995728070997,0.1914084256673393,0.1484657920399996,1,0,0,6,1,0,1,0
1,-0.3397165448614566,35,0.439055711174842,-0.4115445505181453,-0.307169275407966,1,3,1,23,0,1,1,0
0,0.40189428185772985,46,1.5510654836784739,-0.7219979960504153,-0.6782559249526896,2,7,1,46,0,1,1,0
1,-0.3397165448614566,25,-0.8055115176537262,-0.6539296808549364,-0.6400475028032994,0,2,1,19,1,0,1,0
0,1.1435051085769163,35,0.007507547805882692,-0.7203624406137411,-0.6782559249526896,2,1,1,15,0,1,1,0
1,-0.3397165448614566,33,0.07820485784584887,-0.6951709669473418,-0.651976938566883,0,1,1,0,1,0,1,0
1,-0.3397165448614566,30,-0.45202496745389614,-0.6612140244765267,-0.6339483459113852,4,4,1,16,0,1,1,0
0,7.818002549049593,26,0.07820485784584887,-0.7204908588964253,-0.6782559249526896,0,1,0,27,1,0,1,0
1,0.40189428185772985,24,-0.33419611738728616,-0.05970563264675919,-0.13973534933706236,0,1,1,11,1,0,1,0
1,-0.3397165448614566,37,1.492151058645169,-0.027378141408159924,0.5120658642812288,3,2,1,11,0,1,1,0
1,-0.3397165448614566,46,1.197578933478644,-0.09351560368251732,0.30711141433302946,4,17,1,7,0,1,1,0
1,-0.3397165448614566,29,-0.33419611738728616,0.40247326905128944,0.23539398594851552,0,4,1,3,1,0,1,0
1,-0.3397165448614566,43,0.31386255797906887,-0.5596369183851224,-0.4946086106257007,3,14,1,6,0,1,1,0
1,-0.3397165448614566,46,0.019290432812543862,-0.39686080545637786,-0.3569067039232453,0,3,1,4,1,0,1,0
1,-0.3397165448614566,21,-0.7583799776270821,0.5147005344813803,0.06745623672950003,0,0,1,0,1,0,1,0
1,-0.3397165448614566,57,-0.5109393924872011,-0.18880322698973576,-0.29277988095512175,0,2,1,13,0,1,1,0
1,0.40189428185772985,23,-0.8349687301703786,-0.39725410781076215,-0.4942602612874865,0,0,1,4,1,0,1,0
1,-0.3397165448614566,25,-0.7465970926204212,1.2478897617455897,0.5212025173973168,0,1,1,6,1,0,1,0
0,-0.3397165448614566,30,-0.21636726732067615,-0.7198880048788258,-0.6782559249526896,1,2,1,6,0,1,1,0
1,0.40189428185772985,34,-0.09853841725406615,-0.031226448806463532,-0.036058519247207196,2,2,1,8,0,1,1,0
0,2.626726762015289,37,-0.45202496745389614,-0.7192387764202615,-0.6782559249526896,0,3,1,14,1,0,1,0
1,-0.3397165448614566,40,-0.1768946025483617,0.9607167983054943,0.8181153256978452,2,1,0,0,1,0,1,0
1,-0.3397165448614566,24,-0.33419611738728616,-0.5696830083512946,-0.5551572258600392,0,5,1,11,1,0,1,0
1,-0.3397165448614566,31,0.8440923832788139,0.34294936310516244,0.8049422204606395,0,2,1,13,0,1,1,0
0,-0.3397165448614566,41,0.8087437282588312,-0.7214371118672099,-0.6782559249526896,0,1,1,0,0,1,1,0
1,-0.3397165448614566,29,-0.33419611738728616,-0.3592264754221138,-0.3832559578708224,0,6,1,14,0,1,1,0
1,-0.3397165448614566,35,0.49060583307898387,-0.6964771464321595,-0.6476989666824933,4,4,1,13,0,1,1,0
1,-0.3397165448614566,42,0.3727769830123739,0.03689461616830503,0.20280205518168004,2,15,1,9,1,0,1,0
0,2.626726762015289,25,-1.0117120052702937,-0.7164352923403143,-0.6782559249526896,0,3,1,5,1,0,1,0
1,-0.3397165448614566,34,0.5495202581122889,-0.461006858062989,-0.35210314989102826,1,1,1,2,1,0,1,0
1,-0.3397165448614566,63,1.8180656579294119,-0.7221461775654093,-0.6782559249526896,0,3,1,13,0,1,1,0
1,0.40189428185772985,21,-0.21636726732067615,-0.6745056079132353,-0.637905447720093,1,1,0,7,1,0,1,0
1,-0.3397165448614566,21,-0.9527975802369887,1.3145538778163757,0.3550827850402654,0,0,0,3,1,0,1,0
0,-0.3397165448614566,22,-0.9233403677203361,-0.7170746829650412,-0.6782559249526896,0,0,0,6,1,0,1,0
1,-0.3397165448614566,22,-0.7171398801037686,-0.6190696832625927,-0.6152902419997125,0,1,1,1,1,0,1,0
0,-0.3397165448614566,23,2.658656674304608,-0.7225013945791464,-0.6782559249526896,4,0,1,9,1,0,0,1
0,1.1435051085769163,26,-0.45202496745389614,-0.7192387764202615,-0.6782559249526896,0,1,1,9,1,0,1,0
1,-0.3397165448614566,35,-0.5580709325138452,-0.09656000444444533,-0.23961077143821582,0,4,1,10,0,1,1,0
1,-0.3397165448614566,41,-0.33419611738728616,-0.33204145466691254,-0.360903554224861,0,4,0,6,0,1,1,0
1,-0.3397165448614566,40,0.16068505289247578,-0.39560441121325485,-0.33313952527556606,1,3,1,1,1,0,1,0
1,0.40189428185772985,53,3.9075835705856408,0.32951821430240913,2.3734430517653227,3,10,1,3,0,1,1,0
0,-0.3397165448614566,20,-0.8349687301703786,-0.717615706856344,-0.6782559249526896,0,1,0,1,1,0,1,0
1,1.1435051085769163,34,1.8456376088449988,0.7607645399253952,2.117259981455828,0,1,1,13,0,1,1,0
1,-0.3397165448614566,32,0.2578938541974294,-0.6351057322161877,-0.5829182113361686,0,4,1,7,0,1,1,0
1,-0.3397165448614566,40,-0.7171398801037686,0.6160898302586013,0.15632198632551478,1,5,0,16,1,0,1,0
1,1.1435051085769163,38,0.3727769830123739,0.47816287235854976,0.714649338628488,0,10,1,8,1,0,1,0
1,-0.3397165448614566,22,-0.15745284228737114,1.80810613274523,1.5953835372200753,0,0,1,0,1,0,1,0
0,-0.3397165448614566,31,0.3789040832158375,-0.720951208330278,-0.6782559249526896,0,3,1,0,1,0,1,0
1,-0.3397165448614566,29,0.7144806482055427,-0.5883452472666527,-0.4999927346654909,0,4,1,7,1,0,1,0
1,-0.3397165448614566,33,-0.9233403677203361,0.6540738913295564,0.038429936451922324,3,1,1,2,0,1,1,0
0,2.626726762015289,38,-0.9766579223754772,-0.7167023433729466,-0.6782559249526896,2,3,1,2,1,0,1,0
1,-0.3397165448614566,21,-0.6527464135423663,-0.03847521797690087,-0.2301991056866957,0,0,1,0,0,1,1,0
1,-0.3397165448614566,26,0.07820485784584887,0.668121157554414,0.7331059866176187,2,1,1,0,1,0,1,0
1,-0.3397165448614566,40,3.9075835705856408,-0.5595269878450826,-0.2040120358573208,4,6,1,21,0,1,1,0
1,-0.3397165448614566,23,-1.0601396626476702,-0.716033011973496,-0.6782559249526896,1,0,1,0,0,1,1,0
1,-0.3397165448614566,37,-0.23857800555823228,-0.7006026961204532,-0.6614495984541069,1,7,1,13,0,1,0,1
1,0.40189428185772985,27,-0.3931105424205912,0.2635905906500663,0.09415373001023716,0,0,1,13,1,0,1,0
1,-0.3397165448614566,21,-0.7112484376004381,0.44301991440014,0.04978795829527525,0,1,1,7,0,1,1,0
1,-0.3397165448614566,26,0.3727769830123739,-0.7114480401924675,-0.6666442791232708,2,1,0,0,1,0,1,0
0,3.3683375887344753,31,0.6673491081788989,-0.7212946653082203,-0.6782559249526896,0,3,1,11,0,1,1,0
0,-0.3397165448614566,33,-0.9233403677203361,-0.7170746829650412,-0.6782559249526896,2,0,1,13,0,1,1,0
1,-0.3397165448614566,27,-0.36365332990393867,-0.015258352118549631,-0.11456545957527309,0,0,1,3,1,0,1,0
1,-0.3397165448614566,39,-0.5580709325138452,-0.5445538574941317,-0.5530121273036674,1,4,1,25,0,1,1,0
0,-0.3397165448614566,23,-0.6582254550704637,-0.7184813444494313,-0.6782559249526896,3,1,1,0,1,0,1,0
0,-0.3397165448614566,23,-1.2768269179201661,-0.7135580313640572,-0.6782559249526896,0,1,0,0,1,0,1,0
0,1.1435051085769163,28,-0.45202496745389614,-0.7192387764202615,-0.6782559249526896,2,2,1,3,0,1,1,0
0,-0.3397165448614566,26,-1.1000836428202512,-0.7156680225356468,-0.6782559249526896,0,0,1,0,1,0,1,0
1,-0.3397165448614566,25,-0.7465970926204212,1.3508024711486972,0.583798326689813,1,1,1,19,0,1,1,0
0,-0.3397165448614566,36,-0.675899782580455,-0.7184053077525773,-0.6782559249526896,2,0,1,0,0,1,1,0
0,1.1435051085769163,34,0.9030068083121189,-0.7215243241323053,-0.6782559249526896,2,34,1,3,1,0,1,0
1,-0.3397165448614566,41,-0.6287682425538111,-0.24144286474031754,-0.3588562501616489,0,3,1,12,0,1,1,0
0,1.1435051085769163,28,-0.03962399222076114,-0.7202716392536618,-0.6782559249526896,1,3,1,17,1,0,1,0
0,1.8851159352961027,44,-0.5109393924872011,-0.719044008410191,-0.6782559249526896,2,5,1,18,0,1,1,0
1,-0.3397165448614566,34,-0.6847369463354509,-0.25980464091284133,-0.3817250908686008,2,0,1,10,0,1,1,0
1,0.40189428185772985,35,-0.5698538175205061,0.03248209713071843,-0.1526272083190995,0,2,1,18,0,1,1,0
1,-0.3397165448614566,22,-0.3931105424205912,-0.23005745787797896,-0.2921994209526027,0,1,1,7,1,0,1,0
1,-0.3397165448614566,34,0.19603370791245886,1.2733520802087464,1.4623628589295967,2,0,1,2,0,1,0,1
0,3.3683375887344753,27,-0.73481420761376,-0.7181363144730717,-0.6782559249526896,0,3,1,10,1,0,1,0
1,-0.3397165448614566,34,1.668894333745084,1.2174868989541558,2.8084059694331156,0,5,1,11,0,1,1,0
1,-0.3397165448614566,40,-0.5109393924872011,-0.18709835412309142,-0.28971183999423933,1,2,1,2,1,0,1,0
0,0.40189428185772985,24,-0.8055115176537262,-0.7177780137072362,-0.6782559249526896,0,4,0,3,1,0,1,0
0,-0.3397165448614566,30,-0.5698538175205061,-0.718833009293031,-0.6782559249526896,2,6,1,11,1,0,0,1
1,-0.3397165448614566,45,0.39045131052236565,-0.29246034127818127,-0.17563659881693294,0,6,1,2,1,0,1,0
0,-0.3397165448614566,31,-0.21636726732067615,-0.7198880048788258,-0.6782559249526896,0,1,0,0,1,0,1,0
1,-0.3397165448614566,24,-0.27528169235398114,-0.7187420612885663,-0.6771100389717217,0,5,1,8,0,1,1,0
1,-0.3397165448614566,27,-0.8114029601570567,-0.08701788586960728,-0.31104695356756107,1,1,1,5,0,1,1,0
1,-0.3397165448614566,56,-0.8526430576803702,1.3903394857219433,0.497609366745339,1,5,1,9,0,1,0,1
1,0.40189428185772985,34,0.9619212333454239,1.006747310709305,1.827762980540609,1,9,1,6,0,1,0,1
0,1.1435051085769163,32,-0.7112484376004381,-0.7182469001653693,-0.6782559249526896,1,3,0,8,0,1,1,0
1,-0.3397165448614566,26,-0.6876826675871162,0.11669954625663365,-0.14401344589384685,0,2,1,3,1,0,1,0
1,-0.3397165448614566,20,-0.6655897581996267,-0.18987710699651622,-0.3338698121618686,0,2,1,1,1,0,1,0
0,1.1435051085769163,40,-0.5698538175205061,-0.718833009293031,-0.6782559249526896,0,6,1,6,1,0,1,0
1,-0.3397165448614566,40,-0.8644259426870312,0.3941430239058539,-0.06286308411400598,3,9,1,17,0,1,1,0
1,-0.3397165448614566,25,1.2564933585119489,0.8953830316683955,1.9010204796835435,1,2,1,13,0,1,1,0
0,-0.3397165448614566,32,-0.7112484376004381,-0.7182469001653693,-0.6782559249526896,0,3,0,0,1,0,1,0
1,1.1435051085769163,26,2.140209734011524,1.6130131840333035,4.059306075265998,0,1,1,31,1,0,0,1
0,1.8851159352961027,36,-0.45202496745389614,-0.7192387764202615,-0.6782559249526896,1,4,1,14,0,1,1,0
0,-0.3397165448614566,22,-0.5109393924872011,-0.719044008410191,-0.6782559249526896,0,2,1,0,1,0,1,0
1,-0.3397165448614566,28,0.31386255797906887,0.08414586396444002,0.23444060881235032,0,4,1,10,1,0,1,0
1,-0.3397165448614566,49,1.079750083412034,-0.548540474813733,-0.4159672074530841,1,1,1,6,0,1,1,0
1,0.40189428185772985,24,-0.06908120473741364,0.6319284789881383,0.597613128076361,0,1,0,5,1,0,1,0
1,-0.3397165448614566,32,0.13711928287915387,-0.7047664049990859,-0.6614495984541069,0,2,1,2,1,0,1,0
1,-0.3397165448614566,32,3.9076424850106743,0.32886000255643166,2.371567098908161,3,0,1,28,0,1,1,0
1,-0.3397165448614566,36,0.19603370791245886,-0.3747733123726199,-0.30510668064222396,2,0,0,18,0,1,1,0
1,-0.3397165448614566,29,0.6479073479179079,0.478053152817626,0.8771301037934995,0,5,1,5,0,1,0,1
0,-0.3397165448614566,36,1.079750083412034,-0.7216733823486321,-0.6782559249526896,2,1,1,0,0,1,1,0
1,-0.3397165448614566,22,0.8440923832788139,-0.11148302250507094,0.1734611404491679,2,0,1,4,1,0,1,0
1,-0.3397165448614566,61,-1.1000836428202512,2.108731344899795,0.5521964414105338,1,31,1,24,0,1,1,0
1,-0.3397165448614566,54,-1.1000836428202512,-0.5488591889802016,-0.6042561483725476,0,2,0,1,1,0,1,0
0,-0.3397165448614566,25,-0.8936474975035503,-0.7172662522284976,-0.6782559249526896,0,1,1,0,1,0,1,0
1,-0.3397165448614566,30,-0.5403966050038537,-0.10876567037473936,-0.24190254340015144,0,0,1,0,1,0,1,0
1,-0.3397165448614566,27,-0.8703173851903617,-0.25779434682410934,-0.42512512821297876,0,4,1,12,1,0,1,0
1,-0.3397165448614566,39,0.07820485784584887,-0.24782569353393452,-0.1954283414802087,2,9,0,13,0,1,1,0
0,-0.3397165448614566,24,-0.34097127626611634,-0.7195679308230472,-0.6782559249526896,0,0,1,0,1,0,1,0
1,-0.3397165448614566,47,0.6673491081788989,0.7476108549617072,1.2399572071874072,0,0,1,13,0,1,1,0
0,2.626726762015289,24,-0.33419611738728616,-0.7195865778700261,-0.6782559249526896,0,1,1,7,1,0,1,0
0,1.8851159352961027,32,-0.33419611738728616,-0.7195865778700261,-0.6782559249526896,3,8,0,11,0,1,1,0
1,-0.3397165448614566,33,0.6673491081788989,0.37707530531886596,0.7570075181047945,1,3,1,2,1,0,1,0
1,-0.3397165448614566,45,0.25494813294576385,-0.39310586516741713,-0.31486035210716773,1,7,1,3,0,1,1,0
0,-0.3397165448614566,32,0.9619212333454239,-0.7215759978160986,-0.6782559249526896,0,1,1,0,1,0,0,1
1,-0.3397165448614566,23,-0.3931105424205912,1.0547633248055837,0.7125684096870505,0,0,1,0,1,0,1,0
0,1.1435051085769163,25,-0.5109393924872011,-0.719044008410191,-0.6782559249526896,1,2,1,18,1,0,0,1
1,-0.3397165448614566,26,-0.09853841725406615,0.8538394154909689,0.7842642037442439,2,1,1,0,0,1,1,0
1,-0.3397165448614566,22,-0.8526430576803702,-0.49766858766670885,-0.553247391446192,2,1,1,21,0,1,1,0
1,-0.3397165448614566,45,-0.6240550885511467,1.5973032447652324,0.8732799268974478,1,7,1,5,1,0,1,0
0,-0.3397165448614566,29,-0.9822547927536411,-0.7166609601160983,-0.6782559249526896,1,2,1,0,1,0,1,0
1,-0.3397165448614566,48,-0.21636726732067615,0.2961009126236839,0.20700351488405738,2,10,0,3,0,1,1,0
1,-0.3397165448614566,39,-0.5403966050038537,0.03016216183755577,-0.14392764195159197,3,3,1,8,0,1,1,0
1,-0.3397165448614566,20,0.019290432812543862,-0.7172815454445082,-0.6748946592862894,0,1,0,0,1,0,1,0
1,-0.3397165448614566,32,-0.5109393924872011,1.8687124641623822,1.1992095017041926,1,0,1,9,1,0,1,0
1,-0.3397165448614566,39,-0.21636726732067615,0.6214048980198353,0.48966773520108287,0,6,1,9,0,1,1,0
1,-0.3397165448614566,26,-0.12799562977071866,0.038238469545490525,0.017284764938805867,0,0,1,0,1,0,1,0
1,-0.3397165448614566,27,0.07820485784584887,-0.020395758623135814,0.03482140399153707,0,0,1,0,1,0,1,0
1,-0.3397165448614566,19,-0.9233403677203361,0.5608238864967421,-0.008658093670305183,0,1,1,0,1,0,1,0
1,-0.3397165448614566,24,-0.6582254550704637,0.9476517329710107,0.4109103500330167,1,0,1,9,1,0,1,0
1,-0.3397165448614566,22,-0.8055115176537262,-0.4816225268050046,-0.539010904018648,0,2,1,11,1,0,1,0
1,-0.3397165448614566,27,0.43169140804567885,0.49737645196704416,0.772289053546981,2,3,1,14,0,1,1,0
1,-0.3397165448614566,23,-0.23404159483066747,0.1477517588311243,0.07174643384224343,0,0,1,7,1,0,1,0
1,-0.3397165448614566,41,1.2564933585119489,-0.3818156189069172,-0.134198428277026,3,0,1,0,0,1,1,0
1,-0.3397165448614566,27,-0.12799562977071866,-0.038997124293193644,-0.053182639346789955,2,2,1,9,0,1,1,0
1,-0.3397165448614566,46,0.07820485784584887,-0.2779503539893954,-0.22749481477161168,2,4,1,1,1,0,0,1
1,-0.3397165448614566,21,-1.079817080608794,-0.6787288712926861,-0.6614495984541069,0,1,1,11,1,0,1,0
1,-0.3397165448614566,32,1.0208356583787288,0.34522498858372175,0.9010224681928275,0,3,1,10,0,1,1,0
1,-0.3397165448614566,22,-0.6582254550704637,-0.606886267189203,-0.6046136647986095,0,1,1,4,1,0,1,0
1,-0.3397165448614566,25,0.025181875315874444,-0.6552950455921172,-0.6130412620038501,1,0,1,6,0,1,1,0
1,-0.3397165448614566,35,0.19603370791245886,0.5645860007556862,0.7027995941929824,1,1,1,0,0,1,1,0
0,-0.3397165448614566,34,0.019290432812543862,-0.7203844731415537,-0.6782559249526896,0,1,1,0,1,0,1,0
1,-0.3397165448614566,35,0.4552571780590008,0.726836936881821,1.0600622752633102,0,1,1,18,0,1,1,0
0,2.626726762015289,38,0.8440923832788139,-0.721470498257518,-0.6782559249526896,1,3,1,6,0,1,1,0
1,-0.3397165448614566,34,2.140209734011524,-0.19407968191252978,0.3963680485548721,3,0,1,0,0,1,1,0
1,-0.3397165448614566,28,2.140209734011524,0.41900504988069254,1.6390830449902634,0,1,1,5,0,1,0,1
1,0.40189428185772985,29,-0.6876826675871162,-0.32104207068941626,-0.4223352900340996,0,4,1,7,1,0,1,0
0,-0.3397165448614566,28,-0.7701628626337431,-0.717962381570823,-0.6782559249526896,0,2,0,12,0,1,1,0
0,-0.3397165448614566,22,-1.0788744498082614,-0.7158658342079832,-0.6782559249526896,0,1,0,3,1,0,1,0
0,1.8851159352961027,36,0.3727769830123739,-0.7209430004646206,-0.6782559249526896,0,2,1,12,0,1,1,0
1,-0.3397165448614566,43,4.202214610177199,-0.712553274668058,-0.6461711174855912,4,14,1,16,0,1,1,0
1,-0.3397165448614566,32,-0.18691005480402365,-0.1946489575306246,-0.21083528268415247,0,5,0,10,1,0,1,0
1,0.40189428185772985,56,0.0686607209904535,-0.060564293554037564,-0.010540646830717525,0,45,1,7,0,1,1,0
1,-0.3397165448614566,24,-0.21636726732067615,-0.6946560236019155,-0.6557201685492678,2,1,1,6,0,1,1,0
1,-0.3397165448614566,34,1.0208356583787288,0.2992873157914598,0.8331647504757269,4,0,1,0,0,1,1,0
1,-0.3397165448614566,53,-0.5403966050038537,-0.5371799658472192,-0.5474415813654057,0,0,1,11,0,1,1,0
1,-0.3397165448614566,31,-0.8055115176537262,0.5794603835198068,0.07687670288535399,1,3,0,6,0,1,1,0
1,-0.3397165448614566,54,0.3727769830123739,-0.5830840897798528,-0.5170098931840663,1,15,1,13,0,1,1,0
1,-0.3397165448614566,45,0.06642197283918769,-0.039797865942811775,0.011494098887143894,1,1,1,21,0,1,0,1
1,-0.3397165448614566,20,-0.8055115176537262,-0.673995696896753,-0.6522825106063644,0,1,0,3,0,1,0,1
1,-0.3397165448614566,27,-0.7171398801037686,2.128437607446856,1.0981027563633303,0,0,1,12,1,0,1,0
0,-0.3397165448614566,37,0.6526205019205726,-0.7212789490389787,-0.6782559249526896,2,5,1,15,1,0,1,0
1,-0.3397165448614566,33,-0.9822547927536411,-0.6531502290162395,-0.64606722137876,0,12,1,17,1,0,1,0
1,-0.3397165448614566,28,-0.21636726732067615,0.014072424158599635,-0.036834788246153945,0,1,1,11,1,0,1,0
1,-0.3397165448614566,27,-0.595893993385227,-0.6067767586473976,-0.6000301208747383,2,0,1,5,0,1,1,0
1,-0.3397165448614566,50,0.6673491081788989,0.2914869949287689,0.6454532260856172,2,25,1,11,0,1,1,0
1,-0.3397165448614566,48,0.19603370791245886,-0.3314158422845363,-0.25803038439244164,2,16,0,7,0,1,1,0
1,-0.3397165448614566,25,1.2564933585119489,-0.46255538058381857,-0.2628189044005883,0,1,1,0,0,1,0,1
1,-0.3397165448614566,30,0.003972682303884677,-0.5974428962011954,-0.5553894465293983,0,0,1,9,0,1,1,0
1,-0.3397165448614566,63,1.2564933585119489,-0.5080256903315734,-0.3349484850547368,1,16,1,15,0,1,1,0
0,0.40189428185772985,32,1.5510654836784739,-0.7219979960504153,-0.6782559249526896,4,1,1,4,0,1,1,0
1,-0.3397165448614566,28,2.081295308978219,0.03880204818742208,0.8464353935276328,0,1,1,0,0,1,1,0
1,-0.3397165448614566,28,-0.36365332990393867,3.3089133132204758,2.533482438094724,1,0,1,3,0,1,1,0
1,-0.3397165448614566,25,-0.8055115176537262,-0.6724132035180609,-0.6510602297821088,0,2,1,13,1,0,1,0
1,-0.3397165448614566,21,-0.40047484554975427,0.05792732466538552,-0.06981797032233111,3,7,1,12,1,0,1,0
1,-0.3397165448614566,27,-0.4051290851273852,-0.6473337851528124,-0.6211144229245458,4,3,1,4,1,0,1,0
1,-0.3397165448614566,22,-0.9233403677203361,0.537778562920641,-0.02220118257304588,0,0,0,2,1,0,1,0
1,-0.3397165448614566,25,-1.064734987800268,-0.354649904570936,-0.5134591867138245,1,1,1,0,1,0,1,0
1,-0.3397165448614566,20,-1.1000836428202512,0.5380961165919642,-0.129877796432628,0,0,1,3,1,0,1,0
1,-0.3397165448614566,25,-0.8759731699935588,-0.6926892691810093,-0.664505293181076,0,0,1,5,1,0,1,0
0,1.1435051085769163,36,-0.4991565074805402,-0.7190841984670308,-0.6782559249526896,0,6,1,9,0,1,1,0
1,-0.3397165448614566,19,-0.6671804476755261,-0.2520083290333765,-0.3741988750772529,0,11,0,5,1,0,1,0
0,-0.3397165448614566,31,-0.9351232527269971,-0.7169956574656916,-0.6782559249526896,0,1,1,0,1,0,1,0
1,-0.3397165448614566,29,0.378668425515704,-0.6951679602099223,-0.6476989666824933,0,10,1,15,1,0,1,0
1,-0.3397165448614566,51,5.380444196418265,2.415083073094054,10.687117922854032,1,10,1,21,0,1,1,0
1,-0.3397165448614566,31,-1.0411692177869463,1.653278145560747,0.4234842944084941,0,0,1,8,1,0,1,0
1,-0.3397165448614566,46,0.9619212333454239,-0.43672718965150903,-0.2642090016018199,1,0,1,7,0,1,1,0
1,-0.3397165448614566,24,-0.6434968488121374,-0.1983538910288187,-0.33304173078240634,2,2,1,6,0,1,1,0
1,-0.3397165448614566,54,0.019290432812543862,0.07808269883331895,0.11172410394624803,1,1,1,7,1,0,1,0
1,-0.3397165448614566,21,-0.9527975802369887,-0.46607410736111987,-0.5492994567253319,0,10,1,3,0,1,1,0
1,-0.3397165448614566,27,-0.06908120473741364,-0.6333621410115446,-0.5958896406407241,0,4,1,6,0,1,1,0
1,-0.3397165448614566,45,0.31386255797906887,0.2321400117423797,0.4019203703224926,0,10,1,12,1,0,1,0
0,-0.3397165448614566,35,-0.8938831552036837,-0.7172647720696896,-0.6782559249526896,0,5,0,0,1,0,1,0
1,-0.3397165448614566,40,0.3727769830123739,-0.6891638959315174,-0.6405211478982165,1,7,1,9,0,1,1,0
1,-0.3397165448614566,54,0.5495202581122889,1.1368472563583465,1.6394801632358276,1,10,1,6,0,1,1,0
1,-0.3397165448614566,28,0.07820485784584887,0.4571252053822151,0.5192103258662455,2,4,0,7,0,1,1,0
1,0.40189428185772985,34,2.788268409377879,0.4444673683438494,2.063326703495934,3,3,1,15,0,1,0,1
1,0.40189428185772985,30,0.3727769830123739,-0.18548790336137566,-0.054230987513057764,5,2,1,7,0,1,1,0
1,0.40189428185772985,33,-0.8055115176537262,8.837533280931133,4.860623225047997,0,1,1,5,1,0,1,0
1,-0.3397165448614566,51,1.1386645084453388,-0.2657979653361829,0.02468260483193392,1,9,1,2,1,0,1,0
0,4.851559242172848,25,-0.45202496745389614,-0.7192387764202615,-0.6782559249526896,3,3,1,11,1,0,1,0
1,-0.3397165448614566,27,-0.4991565074805402,0.22129792760672537,0.011790379166382968,1,1,1,0,1,0,1,0
0,-0.3397165448614566,23,-0.6876826675871162,-0.7183534652694904,-0.6782559249526896,0,2,0,0,1,0,1,0
1,-0.3397165448614566,29,-0.5109393924872011,4.829342356595918,3.3430044981839644,0,1,1,14,1,0,1,0
1,-0.3397165448614566,33,0.07820485784584887,0.27777912078386163,0.33739947258197034,0,0,1,13,1,0,1,0
0,0.40189428185772985,30,0.5789774706289413,-0.7211976542441242,-0.6782559249526896,0,2,1,5,1,0,1,0
0,-0.3397165448614566,38,-1.0411692177869463,-0.716195520328544,-0.6782559249526896,0,4,1,1,1,0,1,0
1,-0.3397165448614566,32,-0.8055115176537262,-0.47862106436341856,-0.5375777948412347,2,2,1,4,1,0,1,0
1,0.40189428185772985,43,0.8440923832788139,3.1858396381728293,4.757343146520191,0,0,1,4,0,1,1,0
1,-0.3397165448614566,29,-0.21636726732067615,-0.5284028245716409,-0.5100368194734511,2,2,1,4,0,1,1,0
1,-0.3397165448614566,62,-1.0187817362742904,-0.2282407554792403,-0.4433065068882174,0,22,0,1,0,1,1,0
0,1.1435051085769163,35,-0.27528169235398114,-0.7197424882826825,-0.6782559249526896,1,8,1,21,1,0,1,0
1,-0.3397165448614566,21,-0.5828739054528665,-0.5342184877383346,-0.5493055436716626,0,0,0,5,1,0,1,0
1,-0.3397165448614566,38,-0.6287682425538111,-0.010839186608772514,-0.20370622180672016,0,0,1,3,0,1,1,0
